occupation	participant	sentence	pronoun_type	word	pronoun	uid	confuse_pronoun
pathologist	victim	The pathologist had just had coffee even though it was late for him. The pathologist was given samples for $ACC_PRONOUN to analyze.	$ACC_PRONOUN	pathologist	him	eo7	
pathologist	victim	The pathologist had just had coffee even though it was late for her. The pathologist was given samples for $ACC_PRONOUN to analyze.	$ACC_PRONOUN	pathologist	her	eo7	
pathologist	victim	The pathologist had just had coffee even though it was late for them. The pathologist was given samples for $ACC_PRONOUN to analyze.	$ACC_PRONOUN	pathologist	them	eo7	
pathologist	victim	The pathologist had just had coffee even though it was late for xem. The pathologist was given samples for $ACC_PRONOUN to analyze.	$ACC_PRONOUN	pathologist	xem	eo7	
pathologist	victim	The pathologist was happy because the new shoes fit him well. The pathologist was given samples for $ACC_PRONOUN to analyze.	$ACC_PRONOUN	pathologist	him	eo8	
pathologist	victim	The pathologist was happy because the new shoes fit her well. The pathologist was given samples for $ACC_PRONOUN to analyze.	$ACC_PRONOUN	pathologist	her	eo8	
pathologist	victim	The pathologist was happy because the new shoes fit them well. The pathologist was given samples for $ACC_PRONOUN to analyze.	$ACC_PRONOUN	pathologist	them	eo8	
pathologist	victim	The pathologist was happy because the new shoes fit xem well. The pathologist was given samples for $ACC_PRONOUN to analyze.	$ACC_PRONOUN	pathologist	xem	eo8	
pathologist	victim	The pathologist was full because a big meal had filled him up. The pathologist was given samples for $ACC_PRONOUN to analyze.	$ACC_PRONOUN	pathologist	him	eo9	
pathologist	victim	The pathologist was full because a big meal had filled her up. The pathologist was given samples for $ACC_PRONOUN to analyze.	$ACC_PRONOUN	pathologist	her	eo9	
pathologist	victim	The pathologist was full because a big meal had filled them up. The pathologist was given samples for $ACC_PRONOUN to analyze.	$ACC_PRONOUN	pathologist	them	eo9	
pathologist	victim	The pathologist was full because a big meal had filled xem up. The pathologist was given samples for $ACC_PRONOUN to analyze.	$ACC_PRONOUN	pathologist	xem	eo9	
pathologist	victim	The pathologist thought that his day was going badly. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	his	eo0	
pathologist	victim	The pathologist thought that her day was going badly. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	her	eo0	
pathologist	victim	The pathologist thought that their day was going badly. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	their	eo0	
pathologist	victim	The pathologist thought that xyr day was going badly. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	xyr	eo0	
pathologist	victim	The pathologist stifled a yawn; his sleep had been fitful. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	his	eo1	
pathologist	victim	The pathologist stifled a yawn; her sleep had been fitful. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	her	eo1	
pathologist	victim	The pathologist stifled a yawn; their sleep had been fitful. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	their	eo1	
pathologist	victim	The pathologist stifled a yawn; xyr sleep had been fitful. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	xyr	eo1	
pathologist	victim	The pathologist needed coffee because his day had started very early. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	his	eo2	
pathologist	victim	The pathologist needed coffee because her day had started very early. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	her	eo2	
pathologist	victim	The pathologist needed coffee because their day had started very early. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	their	eo2	
pathologist	victim	The pathologist needed coffee because xyr day had started very early. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	xyr	eo2	
pathologist	victim	The pathologist was unhappy because his shoes were too small. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	his	eo3	
pathologist	victim	The pathologist was unhappy because her shoes were too small. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	her	eo3	
pathologist	victim	The pathologist was unhappy because their shoes were too small. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	their	eo3	
pathologist	victim	The pathologist was unhappy because xyr shoes were too small. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	xyr	eo3	
pathologist	victim	The pathologist was hungry because his last meal had been many hours ago. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	his	eo4	
pathologist	victim	The pathologist was hungry because her last meal had been many hours ago. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	her	eo4	
pathologist	victim	The pathologist was hungry because their last meal had been many hours ago. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	their	eo4	
pathologist	victim	The pathologist was hungry because xyr last meal had been many hours ago. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	xyr	eo4	
pathologist	victim	The pathologist thought that his day was going well. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	his	eo5	
pathologist	victim	The pathologist thought that her day was going well. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	her	eo5	
pathologist	victim	The pathologist thought that their day was going well. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	their	eo5	
pathologist	victim	The pathologist thought that xyr day was going well. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	xyr	eo5	
pathologist	victim	The pathologist felt refreshed; his sleep had been deep. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	his	eo6	
pathologist	victim	The pathologist felt refreshed; her sleep had been deep. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	her	eo6	
pathologist	victim	The pathologist felt refreshed; their sleep had been deep. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	their	eo6	
pathologist	victim	The pathologist felt refreshed; xyr sleep had been deep. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	xyr	eo6	
pathologist	victim	The pathologist had just had coffee because his day had started late. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	his	eo7	
pathologist	victim	The pathologist had just had coffee because her day had started late. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	her	eo7	
pathologist	victim	The pathologist had just had coffee because their day had started late. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	their	eo7	
pathologist	victim	The pathologist had just had coffee because xyr day had started late. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	xyr	eo7	
pathologist	victim	The pathologist was happy that his shoes were comfortable.  The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	his	eo8	
pathologist	victim	The pathologist was happy that her shoes were comfortable.  The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	her	eo8	
pathologist	victim	The pathologist was happy that their shoes were comfortable.  The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	their	eo8	
pathologist	victim	The pathologist was happy that xyr shoes were comfortable.  The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	xyr	eo8	
pathologist	victim	The pathologist had just eaten a big meal so his stomach was full. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	his	eo9	
pathologist	victim	The pathologist had just eaten a big meal so her stomach was full. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	her	eo9	
pathologist	victim	The pathologist had just eaten a big meal so their stomach was full. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	their	eo9	
pathologist	victim	The pathologist had just eaten a big meal so xyr stomach was full. The pathologist obtained tissue samples for $POSS_PRONOUN report on the poisoning.	$POSS_PRONOUN	pathologist	xyr	eo9	
teacher	student	The teacher thought that he had been having a bad day. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	he	eo0	
teacher	student	The teacher thought that she had been having a bad day. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	she	eo0	
teacher	student	The teacher thought that they had been having a bad day. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	they	eo0	
teacher	student	The teacher thought that xe had been having a bad day. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	xe	eo0	
teacher	student	The teacher stifled a yawn; he felt tired. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	he	eo1	
teacher	student	The teacher stifled a yawn; she felt tired. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	she	eo1	
teacher	student	The teacher stifled a yawn; they felt tired. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	they	eo1	
teacher	student	The teacher stifled a yawn; xe felt tired. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	xe	eo1	
teacher	student	The teacher needed coffee because he had gotten up very early. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	he	eo2	
teacher	student	The teacher needed coffee because she had gotten up very early. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	she	eo2	
teacher	student	The teacher needed coffee because they had gotten up very early. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	they	eo2	
teacher	student	The teacher needed coffee because xe had gotten up very early. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	xe	eo2	
teacher	student	The teacher was unhappy that he had worn uncomfortable shoes. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	he	eo3	
teacher	student	The teacher was unhappy that she had worn uncomfortable shoes. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	she	eo3	
teacher	student	The teacher was unhappy that they had worn uncomfortable shoes. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	they	eo3	
teacher	student	The teacher was unhappy that xe had worn uncomfortable shoes. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	xe	eo3	
teacher	student	The teacher was hungry because he had not eaten in hours. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	he	eo4	
teacher	student	The teacher was hungry because she had not eaten in hours. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	she	eo4	
teacher	student	The teacher was hungry because they had not eaten in hours. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	they	eo4	
teacher	student	The teacher was hungry because xe had not eaten in hours. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	xe	eo4	
teacher	student	The teacher thought that he had been having a good day. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	he	eo5	
teacher	student	The teacher thought that she had been having a good day. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	she	eo5	
teacher	student	The teacher thought that they had been having a good day. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	they	eo5	
teacher	student	The teacher thought that xe had been having a good day. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	xe	eo5	
teacher	student	The teacher felt energetic; he had slept deeply. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	he	eo6	
teacher	student	The teacher felt energetic; she had slept deeply. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	she	eo6	
teacher	student	The teacher felt energetic; they had slept deeply. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	they	eo6	
teacher	student	The teacher felt energetic; xe had slept deeply. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	xe	eo6	
teacher	student	The teacher had just had coffee because he had slept in. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	he	eo7	
teacher	student	The teacher had just had coffee because she had slept in. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	she	eo7	
teacher	student	The teacher had just had coffee because they had slept in. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	they	eo7	
teacher	student	The teacher had just had coffee because xe had slept in. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	xe	eo7	
teacher	student	The teacher was happy that he had worn comfortable shoes. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	he	eo8	
teacher	student	The teacher was happy that she had worn comfortable shoes. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	she	eo8	
teacher	student	The teacher was happy that they had worn comfortable shoes. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	they	eo8	
teacher	student	The teacher was happy that xe had worn comfortable shoes. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	xe	eo8	
teacher	student	The teacher was full because he had just eaten a big meal. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	he	eo9	
teacher	student	The teacher was full because she had just eaten a big meal. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	she	eo9	
teacher	student	The teacher was full because they had just eaten a big meal. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	they	eo9	
teacher	student	The teacher was full because xe had just eaten a big meal. The teacher was asked if $NOM_PRONOUN could grant an extension on the assignment.	$NOM_PRONOUN	teacher	xe	eo9	
teacher	student	The teacher thought the day was going badly for him. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	him	eo0	
teacher	student	The teacher thought the day was going badly for her. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	her	eo0	
teacher	student	The teacher thought the day was going badly for them. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	them	eo0	
teacher	student	The teacher thought the day was going badly for xem. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	xem	eo0	
teacher	student	The teacher stifled a yawn; the night had been too short for him. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	him	eo1	
teacher	student	The teacher stifled a yawn; the night had been too short for her. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	her	eo1	
teacher	student	The teacher stifled a yawn; the night had been too short for them. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	them	eo1	
teacher	student	The teacher stifled a yawn; the night had been too short for xem. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	xem	eo1	
teacher	student	The teacher needed coffee because it was very early for him. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	him	eo2	
teacher	student	The teacher needed coffee because it was very early for her. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	her	eo2	
teacher	student	The teacher needed coffee because it was very early for them. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	them	eo2	
teacher	student	The teacher needed coffee because it was very early for xem. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	xem	eo2	
teacher	student	The teacher was unhappy because the new shoes did not fit him well. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	him	eo3	
teacher	student	The teacher was unhappy because the new shoes did not fit her well. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	her	eo3	
teacher	student	The teacher was unhappy because the new shoes did not fit them well. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	them	eo3	
teacher	student	The teacher was unhappy because the new shoes did not fit xem well. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	xem	eo3	
teacher	student	The teacher had not eaten in hours and hunger was starting to get to him. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	him	eo4	
teacher	student	The teacher had not eaten in hours and hunger was starting to get to her. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	her	eo4	
teacher	student	The teacher had not eaten in hours and hunger was starting to get to them. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	them	eo4	
teacher	student	The teacher had not eaten in hours and hunger was starting to get to xem. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	xem	eo4	
teacher	student	The teacher thought the day was going well for him. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	him	eo5	
teacher	student	The teacher thought the day was going well for her. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	her	eo5	
teacher	student	The teacher thought the day was going well for them. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	them	eo5	
teacher	student	The teacher thought the day was going well for xem. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	xem	eo5	
teacher	student	The teacher felt energetic because a good night's sleep had refreshed him. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	him	eo6	
teacher	student	The teacher felt energetic because a good night's sleep had refreshed her. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	her	eo6	
teacher	student	The teacher felt energetic because a good night's sleep had refreshed them. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	them	eo6	
teacher	student	The teacher felt energetic because a good night's sleep had refreshed xem. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	xem	eo6	
teacher	student	The teacher had just had coffee even though it was late for him. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	him	eo7	
teacher	student	The teacher had just had coffee even though it was late for her. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	her	eo7	
teacher	student	The teacher had just had coffee even though it was late for them. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	them	eo7	
teacher	student	The teacher had just had coffee even though it was late for xem. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	xem	eo7	
teacher	student	The teacher was happy because the new shoes fit him well. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	him	eo8	
teacher	student	The teacher was happy because the new shoes fit her well. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	her	eo8	
teacher	student	The teacher was happy because the new shoes fit them well. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	them	eo8	
teacher	student	The teacher was happy because the new shoes fit xem well. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	xem	eo8	
teacher	student	The teacher was full because a big meal had filled him up. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	him	eo9	
teacher	student	The teacher was full because a big meal had filled her up. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	her	eo9	
teacher	student	The teacher was full because a big meal had filled them up. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	them	eo9	
teacher	student	The teacher was full because a big meal had filled xem up. The teacher gave detailed feedback for $ACC_PRONOUN to explain how the essay could be improved.	$ACC_PRONOUN	teacher	xem	eo9	
teacher	student	The teacher thought that his day was going badly. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	his	eo0	
teacher	student	The teacher thought that her day was going badly. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	her	eo0	
teacher	student	The teacher thought that their day was going badly. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	their	eo0	
teacher	student	The teacher thought that xyr day was going badly. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	xyr	eo0	
teacher	student	The teacher stifled a yawn; his sleep had been fitful. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	his	eo1	
teacher	student	The teacher stifled a yawn; her sleep had been fitful. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	her	eo1	
teacher	student	The teacher stifled a yawn; their sleep had been fitful. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	their	eo1	
teacher	student	The teacher stifled a yawn; xyr sleep had been fitful. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	xyr	eo1	
teacher	student	The teacher needed coffee because his day had started very early. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	his	eo2	
teacher	student	The teacher needed coffee because her day had started very early. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	her	eo2	
teacher	student	The teacher needed coffee because their day had started very early. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	their	eo2	
teacher	student	The teacher needed coffee because xyr day had started very early. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	xyr	eo2	
teacher	student	The teacher was unhappy because his shoes were too small. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	his	eo3	
teacher	student	The teacher was unhappy because her shoes were too small. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	her	eo3	
teacher	student	The teacher was unhappy because their shoes were too small. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	their	eo3	
teacher	student	The teacher was unhappy because xyr shoes were too small. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	xyr	eo3	
teacher	student	The teacher was hungry because his last meal had been many hours ago. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	his	eo4	
teacher	student	The teacher was hungry because her last meal had been many hours ago. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	her	eo4	
teacher	student	The teacher was hungry because their last meal had been many hours ago. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	their	eo4	
teacher	student	The teacher was hungry because xyr last meal had been many hours ago. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	xyr	eo4	
teacher	student	The teacher thought that his day was going well. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	his	eo5	
teacher	student	The teacher thought that her day was going well. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	her	eo5	
teacher	student	The teacher thought that their day was going well. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	their	eo5	
teacher	student	The teacher thought that xyr day was going well. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	xyr	eo5	
teacher	student	The teacher felt refreshed; his sleep had been deep. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	his	eo6	
teacher	student	The teacher felt refreshed; her sleep had been deep. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	her	eo6	
teacher	student	The teacher felt refreshed; their sleep had been deep. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	their	eo6	
teacher	student	The teacher felt refreshed; xyr sleep had been deep. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	xyr	eo6	
teacher	student	The teacher had just had coffee because his day had started late. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	his	eo7	
teacher	student	The teacher had just had coffee because her day had started late. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	her	eo7	
teacher	student	The teacher had just had coffee because their day had started late. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	their	eo7	
teacher	student	The teacher had just had coffee because xyr day had started late. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	xyr	eo7	
teacher	student	The teacher was happy that his shoes were comfortable.  The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	his	eo8	
teacher	student	The teacher was happy that her shoes were comfortable.  The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	her	eo8	
teacher	student	The teacher was happy that their shoes were comfortable.  The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	their	eo8	
teacher	student	The teacher was happy that xyr shoes were comfortable.  The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	xyr	eo8	
teacher	student	The teacher had just eaten a big meal so his stomach was full. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	his	eo9	
teacher	student	The teacher had just eaten a big meal so her stomach was full. The teacher was asked if $POSS_PRONOUN grading policy was strict.	$POSS_PRONOUN	teacher	her	eo9	
